	;Rome;Milan;Naples;Turin;Florence;Salerno;Palermo;Catania;Genoa;Bari;Bologna;Verona;Pescara;Cagliari;Venice;Messina;Como;Caserta;Trieste;Pisa;Taranto;Bergamo;Reggio di Calabria;Treviso;Modena;Parma;Lecce;Livorno;Foggia;Perugia;Ravenna;Ferrara;Siracusa;Sassari;Udine;Barletta;Trento;Brindisi;Novara;Ancona;Soprabolzano;Catanzaro;Arezzo;Marsala;Asti;Potenza;Ragusa;L’Aquila;Benevento;Civitavecchia;
Ancona;2.00949;4.67452;2.89871;6.00289;2.25395;3.21706;5.51828;6.33859;4.61694;4.18001;2.32743;3.09035;1.3692;6.22258;2.15308;5.82869;4.91217;2.69856;2.03464;3.11778;4.8866;4.30303;5.93635;2.38945;2.78234;3.37474;5.70054;3.18442;3.00634;1.23873;1.51724;2.26133;6.8089;5.73117;2.44225;3.62131;3.39444;5.35298;5.20053;0;3.5805;5.64902;1.63112;5.93006;5.44926;3.78021;6.82896;1.27366;2.79508;2.28935
Soprabolzano;4.7583;2.44495;6.37279;4.01722;2.77073;6.75792;8.64338;9.76172;3.23771;7.67219;2.05108;1.15482;4.94686;7.66467;1.43427;9.33186;2.43505;6.20394;2.53912;2.99453;8.40688;1.88577;9.44371;1.21043;1.92823;2.03524;9.15621;3.17394;6.57278;3.53475;2.26242;1.70986;10.2385;6.46335;1.90158;7.14567;0.537483;8.80309;2.96517;3.5805;0;9.22685;3.15392;8.79425;3.59274;7.36003;10.178;4.60748;6.35472;4.45134
Catanzaro;5.08035;9.88103;3.03022;10.8319;7.22003;2.53383;3.31067;2.03968;9.41814;2.2492;7.66395;8.60675;4.28045;7.47338;7.80209;1.24387;10.1799;3.12361;7.3077;7.85113;1.70351;9.65219;1.22927;8.03797;8.0849;8.59491;2.18181;7.80344;2.7452;5.97506;7.04604;7.75915;2.23787;8.2285;7.90294;2.43522;9.00353;2.19703;10.3113;5.64902;9.22685;0;6.51846;4.29331;10.3092;1.90212;2.71221;4.72914;2.88944;5.75502
Arezzo;1.63104;3.3768;3.50353;4.52195;0.723609;3.98511;5.50366;6.73453;3.0991;5.46639;1.20012;2.21692;2.51931;5.02936;2.06998;6.39959;3.66621;3.39485;2.92898;1.52971;6.1017;3.13564;6.51573;2.27888;1.58017;2.07753;6.99222;1.57233;4.17549;0.560259;1.05007;1.44808;7.21083;4.27502;2.9739;4.87545;2.75409;6.65954;3.84253;1.63112;3.15392;6.51846;0;5.64353;3.9708;4.80492;7.09736;1.81736;3.66489;1.3193
Marsala;4.1003;8.32059;3.53573;8.67661;6.08288;3.71969;0.985591;2.68349;7.47756;5.53336;6.77325;7.78312;4.9958;3.60655;7.63936;3.1567;8.65772;3.77904;7.9633;6.26174;5.49244;8.3383;3.23063;7.86892;7.03217;7.30821;6.30366;6.12722;4.81043;5.33375;6.62157;7.08451;2.95898;4.85481;8.30145;5.21435;8.36826;6.1869;8.55674;5.93006;8.79425;4.29331;5.64353;0;8.26626;4.40025;2.46379;4.66107;4.05932;4.34639
Asti;5.22943;1.1494;7.28974;0.554025;3.25376;7.81796;8.5269;10.1178;0.89225;9.43453;3.16092;2.85351;6.4901;5.75678;4.16167;9.96902;1.24922;7.23272;5.62999;2.48339;10.0552;1.70701;10.0867;4.11701;2.72667;2.13568;10.9575;2.51053;8.13451;4.52573;4.0301;3.38399;10.5722;4.1883;5.17437;8.84198;3.15683;10.6274;0.713365;5.44926;3.59274;10.3092;3.9708;8.26626;0;8.71576;10.3159;5.75432;7.55581;4.5607
Potenza;3.55031;8.18053;1.56285;9.25516;5.52452;1.0179;3.50067;3.21057;7.82535;1.16297;5.89692;6.80002;2.42241;6.83183;5.92914;2.46109;8.46381;1.52934;5.40679;6.23275;1.43834;7.90629;2.53777;6.16218;6.33362;6.87354;2.39641;6.21079;0.849346;4.24709;5.22225;5.95149;3.60154;7.24033;6.001;0.836992;7.16232;2.13333;8.6442;3.78021;7.36003;1.90212;4.80492;4.40025;8.71576;0;3.8667;2.98757;1.16297;4.26041
Ragusa;5.46773;10.1843;3.94638;10.7745;7.6848;3.767;1.81873;0.689001;9.47085;4.71811;8.29545;9.31427;5.574;6.06934;8.85526;1.51621;10.5138;4.16923;8.78383;8.07233;4.3476;10.1006;1.49685;9.09694;8.63883;9.02812;4.89084;7.96919;4.60929;6.65192;7.91673;8.52033;0.586184;7.25444;9.26604;4.66503;9.83273;4.90445;10.503;6.82896;10.178;2.71221;7.09736;2.46379;10.3159;3.8667;0;5.61874;4.2167;5.95579
L’Aquila;0.999028;5.19337;1.76957;6.30002;2.53777;2.20013;4.25;5.16613;4.86923;3.69523;2.93508;3.88691;0.855862;5.29009;3.24321;4.72655;5.4791;1.62001;3.30787;3.27457;4.30086;4.93181;4.83922;3.48542;3.36043;3.88873;5.20902;3.27151;2.38333;1.26007;2.35891;3.0438;5.64161;5.0783;3.69737;3.09991;4.32178;4.88456;5.65813;1.27366;4.60748;4.72914;1.81736;4.66107;5.75432;2.98757;5.61874;0;1.8533;1.5892
Benevento;2.39281;7.04133;0.583095;8.09406;4.38001;0.451233;3.31872;3.65015;6.66485;2.1;4.78499;5.71805;1.43604;5.95047;4.94044;3.06095;7.33032;0.421967;4.61829;5.0736;2.56534;6.78505;3.16403;5.1794;5.21334;5.74033;3.5143;5.04923;0.875913;3.11131;4.15723;4.87009;4.10369;6.20303;5.15409;1.54425;6.11703;3.22236;7.49609;2.79508;6.35472;2.88944;3.66489;4.05932;7.55581;1.16297;4.2167;1.8533;0;3.10434
Civitavecchia;0.712;4.25376;2.75807;5.07808;1.75507;3.30261;4.28035;5.66127;3.6728;5.14169;2.42859;3.4442;2.44432;3.93877;3.3799;5.43397;4.57681;2.73597;4.06362;2.14955;5.66735;4.14494;5.5518;3.59432;2.71442;3.07264;6.61014;2.07431;3.82234;1.17851;2.35196;2.74191;6.13062;3.51857;4.21628;4.55125;4.0223;6.30626;4.62193;2.28935;4.45134;5.75502;1.3193;4.34639;4.5607;4.26041;5.95579;1.5892;3.10434;0
	
